cidr,countrycode
5.45.49.0/24,GB
5.45.56.0/21,CZ
5.45.64.0/20,NL
5.45.80.0/22,RU
5.45.84.0/22,NL
5.45.96.0/20,DE
5.45.112.0/20,EE
5.45.128.0/20,JO
5.45.144.0/22,AT
5.45.148.0/22,DE
5.45.152.0/21,NO
5.45.160.0/20,ES
5.45.176.0/21,DE
5.45.184.0/22,LU
5.45.189.0/24,LB
5.45.192.0/18,FI
5.46.0.0/15,TR
5.48.0.0/14,FR
5.52.0.0/16,IR
5.53.0.0/21,ES
5.53.8.0/21,CZ
5.53.16.0/20,RU
5.53.32.0/19,IR
5.53.64.0/19,GB
5.53.96.0/21,AE
5.53.104.0/21,CH
5.53.112.0/21,UA
5.53.120.0/21,RU
5.53.128.0/17,BG
5.54.0.0/15,GR
5.56.0.0/21,ES
5.56.8.0/21,IT
5.56.16.0/21,DE
5.56.24.0/21,UA
5.56.32.0/24,HU
5.56.33.0/24,CZ
5.56.34.0/23,HU
5.56.37.0/24,CZ
5.56.39.0/24,HU
5.56.40.0/23,FR
5.56.43.0/24,FR
5.56.48.0/21,GB
5.56.56.0/21,ES
5.56.64.0/18,MD
5.56.128.0/22,IR
5.56.133.0/24,NL
5.56.134.0/24,IR
5.56.136.0/21,RU
5.56.144.0/20,DK
5.56.164.0/22,ES
5.56.168.0/21,GB
5.56.176.0/20,DE
5.57.0.0/21,LB
5.57.8.0/21,KG
5.57.16.0/21,NL
5.57.24.0/21,ES
5.57.32.0/22,IR
5.57.38.0/24,IR
5.57.40.0/21,DE
5.57.48.0/21,DK
5.57.56.0/21,GB
5.57.64.0/21,UA
5.57.72.0/21,RS
5.57.88.0/21,GB
5.57.96.0/19,RE
5.57.128.0/18,PL
5.57.192.0/21,DE
5.57.200.0/21,CH
5.57.208.0/24,US
5.57.209.0/24,RU
5.57.210.0/23,GB
5.57.213.0/24,US
5.57.215.0/24,GB
5.57.216.0/21,RU
5.57.224.0/21,ES
5.57.232.0/21,RU
5.57.240.0/21,SE
5.57.248.0/21,NL
5.58.0.0/16,UA
5.59.0.0/21,RU
5.59.8.0/23,CZ
5.59.10.0/24,SK
5.59.11.0/24,ES
5.59.12.0/22,RU
5.59.16.0/21,ES
5.59.24.0/21,RU
5.59.34.0/24,CZ
5.59.36.0/22,HR
5.59.40.0/22,KZ
5.59.44.0/22,RU
5.59.54.0/24,UA
5.59.56.0/22,RU
5.59.60.0/22,ES
5.59.78.0/24,CZ
5.59.79.0/24,IT
5.59.80.0/20,ES
5.59.97.0/24,CZ
5.59.98.0/23,RU
5.59.104.0/22,UA
5.59.108.0/22,ES
5.59.120.0/21,RU
5.59.160.0/21,HR
5.59.168.0/24,SK
5.59.169.0/24,ES
5.59.170.0/24,UA
5.59.171.0/24,ES
5.59.173.0/24,ES
5.59.176.0/22,RU
5.59.180.0/23,GR
5.59.182.0/23,GB
5.59.184.0/23,RU
5.59.186.0/23,SK
5.59.188.0/22,NL
5.59.192.0/22,ES
5.59.196.0/23,KZ
5.59.198.0/24,UA
5.59.199.0/24,SK
5.59.200.0/22,NL
5.59.204.0/22,RU
5.59.208.0/22,KZ
5.59.212.0/22,ES
5.59.216.0/22,RU
5.59.221.0/24,SK
5.59.224.0/22,BE
5.59.228.0/24,GR
5.59.229.0/24,RU
5.59.230.0/23,KG
5.59.236.0/22,ES
5.59.241.0/24,GB
5.59.242.0/24,KZ
5.60.0.0/16,PL
5.61.0.0/21,IT
5.61.8.0/21,RU
5.61.24.0/23,IR
5.61.27.0/24,US
5.61.28.0/22,IR
5.61.32.0/20,DE
5.61.48.0/21,NL
5.61.60.0/22,RO
5.61.64.0/21,DE
5.61.72.0/21,IE
5.61.80.0/21,DE
5.61.88.0/21,FI
5.61.96.0/21,BG
5.61.112.0/21,IE
5.61.120.0/21,GB
5.61.128.0/18,DE
5.61.192.0/21,IT
5.61.200.0/21,ES
5.61.210.0/23,DE
5.61.216.0/21,IT
5.61.224.0/21,CH
5.61.232.0/21,RU
5.61.240.0/21,HU
5.61.248.0/21,NL
5.62.16.0/22,CZ
5.62.23.0/24,AU
5.62.25.0/24,CZ
5.62.32.0/24,CZ
5.62.33.0/24,US
5.62.36.0/22,CZ
5.62.51.0/24,BR
5.62.52.0/22,CZ
5.62.64.0/21,DE
5.62.72.0/21,IT
5.62.80.0/20,US
5.62.96.0/19,DE
5.62.128.0/20,IQ
5.62.152.0/21,IN
5.62.160.0/19,IR
5.63.8.0/21,IR
5.63.24.0/21,FR
5.63.32.0/19,DE
5.63.64.0/18,KZ
5.63.128.0/21,LU
5.63.136.0/21,IT
5.63.144.0/21,GB
5.63.152.0/21,RU
5.63.160.0/21,AM
5.63.168.0/21,IT
5.63.176.0/21,DE
5.63.184.0/22,PL
5.63.191.0/24,PL
5.63.192.0/18,HU
5.64.0.0/13,GB
5.72.0.0/15,IR
5.75.128.0/17,DE
5.76.0.0/16,KZ
5.77.0.0/19,RU
5.77.32.0/19,GB
5.77.64.0/18,IT
5.77.128.0/17,AM
5.78.0.0/16,DE
5.79.0.0/18,GB
5.79.64.0/18,NL
5.79.128.0/17,RU
5.80.0.0/15,GB
5.82.0.0/16,SA
5.83.0.0/21,NL
5.83.8.0/21,GB
5.83.16.0/21,UA
5.83.24.0/21,DK
5.83.32.0/23,RO
5.83.38.0/24,RO
5.83.40.0/24,RO
5.83.42.0/23,RO
5.83.48.0/21,ES
5.83.56.0/21,FI
5.83.64.0/19,ES
5.83.96.0/21,US
5.83.104.0/21,IT
5.83.112.0/21,AE
5.83.120.0/21,IT
5.83.128.0/20,DE
5.83.151.0/24,DE
5.83.160.0/19,DE
5.83.192.0/19,GB
5.83.224.0/21,NO
5.83.232.0/23,FR
5.83.240.0/20,IE
5.88.0.0/13,IT
5.100.0.0/18,DE
5.100.64.0/18,RU
5.100.128.0/20,DE
5.100.144.0/21,FR
5.100.152.0/22,US
5.100.160.0/21,YE
5.100.176.0/21,NO
5.100.192.0/19,BY
5.100.224.0/21,NL
5.100.232.0/21,IT
5.100.240.0/22,LB
5.100.244.0/23,RU
5.100.247.0/24,RU
5.100.248.0/21,IL
5.101.0.0/19,RU
5.101.36.0/22,RU
5.101.44.0/23,RO
5.101.47.0/24,RO
5.101.48.0/22,RU
5.101.52.0/23,KZ
5.101.56.0/22,KZ
5.101.60.0/22,RU
5.101.71.0/24,AM
5.101.72.0/21,RU
5.101.88.0/24,CZ
5.101.89.0/24,RU
5.101.96.0/20,US
5.101.112.0/20,EE
5.101.128.0/21,RU
5.101.136.0/21,GB
5.101.152.0/21,RU
5.101.160.0/21,DE
5.101.168.0/21,GB
5.101.176.0/20,EE
5.101.192.0/20,RU
5.101.212.0/22,UA
5.101.216.0/23,LU
5.101.218.0/24,RU
5.101.219.0/24,LU
5.101.222.0/23,LU
5.101.224.0/19,RU
5.102.0.0/19,IT
5.102.32.0/22,CH
5.102.40.0/21,PL
5.102.48.0/20,CZ
5.102.64.0/21,PL
5.102.72.0/21,FR
5.102.80.0/20,GB
5.102.96.0/19,US
5.102.128.0/21,ES
5.102.136.0/21,NL
5.102.144.0/21,CH
5.102.152.0/21,RU
5.102.160.0/21,DE
5.102.168.0/21,GB
5.102.176.0/21,OM
5.102.184.0/21,GB
5.102.192.0/18,IL
5.103.0.0/16,DK
5.104.0.0/20,TR
5.104.16.0/21,CZ
5.104.24.0/24,IT
5.104.26.0/23,IT
5.104.32.0/19,RU
5.104.64.0/24,US
5.104.66.0/23,US
5.104.72.0/23,GB
5.104.75.0/24,BR
5.104.76.0/22,US
5.104.88.0/21,CH
5.104.96.0/21,FR
5.104.104.0/21,DE
5.104.112.0/20,NL
5.104.128.0/21,SY
5.104.136.0/21,NL
5.104.144.0/21,DE
5.104.159.0/24,RO
5.104.160.0/20,BG
5.104.192.0/21,FR
5.104.200.0/23,RU
5.104.204.0/23,RU
5.104.208.0/21,IR
5.104.216.0/21,AT
5.104.224.0/21,NL
5.104.232.0/21,KZ
5.104.240.0/21,IL
5.104.248.0/21,PL
5.105.0.0/24,UA
5.105.1.0/24,LT
5.105.3.0/24,US
5.105.5.0/24,TR
5.105.6.0/24,FR
5.105.7.0/24,TR
5.105.8.0/23,GB
5.105.10.0/24,US
5.105.11.0/24,GB
5.105.13.0/24,GB
5.105.14.0/24,CH
5.105.16.0/24,DE
5.105.17.0/24,US
5.105.19.0/24,CN
5.105.20.0/24,DE
5.105.21.0/24,US
5.105.23.0/24,GB
5.105.24.0/24,FR
5.105.27.0/24,US
5.105.30.0/23,TR
5.105.34.0/23,US
5.105.38.0/23,TR
5.105.41.0/24,US
5.105.48.0/23,RU
5.105.50.0/24,SC
5.105.51.0/24,IN
5.105.56.0/24,US
5.105.57.0/24,FR
5.105.58.0/24,US
5.105.60.0/24,US
5.105.61.0/24,GB
5.105.63.0/24,TR
5.105.64.0/24,US
5.105.65.0/24,CN
5.105.66.0/24,IN
5.105.67.0/24,GB
5.105.68.0/23,US
5.105.73.0/24,GB
5.105.77.0/24,UA
5.105.78.0/24,US
5.105.83.0/24,GB
5.105.85.0/24,US
5.105.90.0/23,GB
5.105.94.0/23,US
5.105.96.0/24,TR
5.105.97.0/24,CN
5.105.98.0/23,US
5.105.100.0/24,NL
5.105.101.0/24,US
5.105.104.0/24,NL
5.105.105.0/24,US
5.105.107.0/24,US
5.105.109.0/24,US
5.105.116.0/24,GB
5.105.118.0/24,IN
5.105.119.0/24,RO
5.105.120.0/24,CN
5.105.121.0/24,RO
5.105.124.0/24,US
5.105.128.0/23,US
5.105.130.0/24,TR
5.105.133.0/24,US
5.105.135.0/24,US
5.105.137.0/24,US
5.105.142.0/23,US
5.105.152.0/22,GB
5.105.159.0/24,US
5.105.167.0/24,US
5.105.169.0/24,IN
5.105.171.0/24,US
5.105.173.0/24,US
5.105.184.0/24,TR
5.105.185.0/24,IN
5.105.186.0/23,US
5.105.198.0/23,US
5.105.200.0/24,TR
5.105.201.0/24,US
5.105.211.0/24,GB
5.105.212.0/23,US
5.105.215.0/24,TR
5.105.217.0/24,US
5.105.219.0/24,US
5.105.222.0/23,GB
5.105.226.0/24,TR
5.105.227.0/24,US
5.105.228.0/24,IN
5.105.231.0/24,BR
5.105.232.0/22,US
5.105.237.0/24,BR
5.105.238.0/24,US
5.105.239.0/24,UA
5.105.241.0/24,US
5.105.242.0/24,IN
5.105.243.0/24,AU
5.105.246.0/24,AU
5.105.247.0/24,TR
5.105.248.0/22,US
5.105.254.0/23,US
5.106.0.0/16,IR
5.107.0.0/16,AE
5.108.0.0/14,SA
5.112.0.0/14,IR
5.119.0.0/16,IR
5.128.0.0/16,RU
5.129.176.0/20,RU
5.131.240.0/20,RU
5.132.0.0/17,NL
5.132.137.0/24,AT
5.132.157.0/24,AT
5.132.158.0/24,DE
5.132.159.0/24,AT
5.132.189.0/24,AT
5.132.192.0/19,SA
5.132.254.0/23,SA
5.133.0.0/21,BA
5.133.8.0/21,PL
5.133.16.0/21,GB
5.133.24.0/21,PS
5.133.32.0/21,AT
5.133.40.0/21,GB
5.133.48.0/22,IT
5.133.54.0/23,IT
5.133.64.0/23,LT
5.133.68.0/22,FR
5.133.72.0/22,US
5.133.76.0/22,RU
5.133.80.0/22,AE
5.133.84.0/22,NL
5.133.88.0/22,GB
5.133.92.0/22,BG
5.133.96.0/22,IT
5.133.100.0/22,US
5.133.104.0/22,FI
5.133.108.0/23,RU
5.133.111.0/24,RU
5.133.112.0/24,DE
5.133.113.0/24,FR
5.133.114.0/24,IT
5.133.115.0/24,PL
5.133.116.0/22,RO
5.133.125.0/24,US
5.133.128.0/19,BA
5.133.160.0/23,GE
5.133.162.0/23,NL
5.133.168.0/21,GB
5.133.190.0/24,US
5.133.191.0/24,GB
5.133.192.0/19,SE
5.133.224.0/20,AZ
5.133.240.0/21,GB
5.133.248.0/21,PL
5.134.0.0/21,BE
5.134.8.0/21,GB
5.134.24.0/21,CH
5.134.32.0/20,ES
5.134.48.0/20,AZ
5.134.64.0/23,PL
5.134.68.0/22,PL
5.134.84.0/22,US
5.134.88.0/21,IE
5.134.96.0/21,FR
5.134.104.0/21,RS
5.134.112.0/21,ES
5.134.120.0/21,IT
5.134.128.0/18,IR
5.134.200.0/21,SY
5.134.208.0/21,PL
5.134.216.0/21,RU
5.134.224.0/19,SY
5.135.0.0/16,FR
5.136.0.0/13,RU
5.144.0.0/19,CH
5.144.48.0/20,IL
5.144.64.0/20,RU
5.144.80.0/24,GB
5.144.84.0/22,GB
5.144.88.0/23,NL
5.144.90.0/24,GB
5.144.91.0/24,NL
5.144.96.0/19,RU
5.144.128.0/21,IR
5.144.136.0/21,FR
5.144.144.0/21,ES
5.144.154.0/23,GB
5.144.160.0/20,IT
5.144.176.0/22,US
5.144.183.0/24,GB
5.144.184.0/21,IT
5.144.192.0/18,GR
5.145.0.0/18,CH
5.145.104.0/21,CZ
5.145.112.0/24,IR
5.145.115.0/24,IR
5.145.117.0/24,IR
5.145.120.0/21,IT
5.145.128.0/20,DE
5.145.144.0/21,CZ
5.145.152.0/21,NO
5.145.160.0/21,RU
5.145.168.0/22,ES
5.145.176.0/23,DE
5.145.178.0/23,GB
5.145.180.0/23,TW
5.145.184.0/21,DE
5.145.192.0/18,RU
5.146.0.0/15,DE
5.148.0.0/17,GB
5.148.160.0/19,CH
5.148.192.0/18,HU
5.149.0.0/21,CH
5.149.8.0/21,GB
5.149.16.0/20,CH
5.149.64.0/20,HR
5.149.88.0/22,BA
5.149.92.0/22,HR
5.149.96.0/23,IQ
5.149.99.0/24,IQ
5.149.105.0/24,IQ
5.149.108.0/22,IQ
5.149.112.0/22,LU
5.149.119.0/24,LU
5.149.120.0/21,UA
5.149.128.0/21,SA
5.149.136.0/23,BE
5.149.140.0/22,BE
5.149.144.0/22,RU
5.149.152.0/21,RU
5.149.160.0/21,PL
5.149.168.0/21,IE
5.149.176.0/20,FR
5.149.192.0/21,PL
5.149.200.0/21,RU
5.149.224.0/20,DE
5.149.240.0/21,HU
5.149.248.0/21,BG
5.150.64.0/21,GB
5.150.74.0/23,GB
5.150.80.0/20,GB
5.150.128.0/20,IT
5.150.144.0/21,IE
5.150.156.0/22,US
5.150.168.0/22,GB
5.150.192.0/18,SE
5.151.0.0/16,GB
5.152.0.0/17,GE
5.152.128.0/22,IT
5.152.144.0/22,IT
5.152.152.0/23,SE
5.152.154.0/23,IT
5.152.160.0/23,PL
5.152.163.0/24,PL
5.152.168.0/21,IT
5.152.176.0/24,DE
5.152.180.0/24,SG
5.152.182.0/23,US
5.152.184.0/23,CH
5.152.188.0/23,CH
5.152.192.0/19,GB
5.152.224.0/21,LV
5.152.232.0/21,BA
5.152.240.0/21,IT
5.152.248.0/21,AE
5.153.0.0/18,US
5.153.64.0/19,GB
5.153.104.0/21,NO
5.153.112.0/20,CH
5.153.128.0/19,UA
5.153.176.0/22,RU
5.153.180.0/24,UA
5.153.181.0/24,RU
5.153.182.0/23,UA
5.153.185.0/24,RU
5.153.189.0/24,UA
5.153.192.0/19,GB
5.153.233.0/24,US
5.153.236.0/24,GB
5.153.237.0/24,US
5.153.239.0/24,GB
5.153.240.0/21,CH
5.153.248.0/21,GB
5.154.0.0/17,ES
5.154.128.0/23,HK
5.154.132.0/23,CN
5.154.136.0/22,CN
5.154.144.0/22,HK
5.154.154.0/23,HK
5.154.158.0/23,CN
5.154.160.0/21,DE
5.154.168.0/23,BA
5.154.170.0/24,CH
5.154.172.0/23,ES
5.154.174.0/24,IN
5.154.177.0/24,DE
5.154.179.0/24,ES
5.154.181.0/24,DE
5.154.182.0/23,US
5.154.184.0/24,GB
5.154.185.0/24,ES
5.154.187.0/24,ES
5.154.188.0/23,GB
5.154.190.0/23,DE
5.154.192.0/19,IT
5.154.224.0/24,RO
5.154.226.0/23,DE
5.154.228.0/23,BA
5.154.230.0/23,DE
5.154.232.0/24,GB
5.154.233.0/24,DE
5.154.236.0/24,RO
5.154.237.0/24,IT
5.154.239.0/24,RO
5.154.240.0/24,US
5.154.241.0/24,ES
5.154.242.0/24,GB
5.154.243.0/24,DE
5.154.244.0/22,SE
5.154.248.0/22,BA
5.154.252.0/22,RO
5.155.0.0/16,SY
5.156.0.0/16,SA
5.157.0.0/22,US
5.157.4.0/24,SE
5.157.5.0/24,US
5.157.6.0/24,GB
5.157.7.0/24,US
5.157.8.0/24,GB
5.157.9.0/24,US
5.157.11.0/24,GB
5.157.12.0/24,US
5.157.13.0/24,GB
5.157.15.0/24,US
5.157.17.0/24,GB
5.157.18.0/24,US
5.157.19.0/24,GB
5.157.20.0/24,US
5.157.21.0/24,GB
5.157.25.0/24,US
5.157.26.0/23,GB
5.157.28.0/24,US
5.157.29.0/24,GB
5.157.30.0/23,SE
5.157.32.0/23,GB
5.157.35.0/24,US
5.157.37.0/24,GB
5.157.38.0/23,US
5.157.41.0/24,GB
5.157.44.0/24,US
5.157.45.0/24,GB
5.157.46.0/23,US
5.157.51.0/24,GB
5.157.52.0/24,US
5.157.53.0/24,GB
5.157.54.0/24,US
5.157.55.0/24,GB
5.157.57.0/24,US
5.157.58.0/23,GB
5.157.72.0/21,US
5.157.80.0/21,NL
5.157.88.0/24,IN
5.157.96.0/19,IT
5.157.128.0/24,GB
5.157.129.0/24,RO
5.157.136.0/24,IN
5.157.137.0/24,RO
5.157.139.0/24,IN
5.157.140.0/22,RO
5.158.0.0/18,PT
5.158.64.0/20,IT
5.158.80.0/22,ES
5.158.86.0/23,ES
5.158.88.0/21,GB
5.158.96.0/19,RU
5.158.128.0/18,DE
5.158.192.0/21,NO
5.158.200.0/21,FR
5.158.208.0/21,US
5.158.216.0/21,ES
5.158.224.0/21,GB
5.158.232.0/21,RU
5.158.240.0/20,FR
5.159.0.0/21,AT
5.159.8.0/21,ES
5.159.16.0/24,GE
5.159.20.0/24,GE
5.159.22.0/23,GE
5.159.24.0/21,DE
5.159.32.0/21,NL
5.159.40.0/21,IE
5.159.48.0/21,IR
5.159.56.0/21,DE
5.159.96.0/20,RU
5.159.120.0/21,GB
5.159.128.0/18,ES
5.159.192.0/22,NL
5.159.198.0/23,NL
5.159.200.0/21,GB
5.159.216.0/22,LU
5.159.224.0/21,GB
5.159.232.0/22,HU
5.159.248.0/21,TR
5.160.0.0/16,IR
5.161.0.0/16,DE
5.162.0.0/16,OM
5.163.0.0/16,SA
5.164.0.0/14,RU
5.168.0.0/14,IT
5.172.0.0/19,RU
5.172.32.0/21,RS
5.172.40.0/21,NL
5.172.48.0/20,GB
5.172.64.0/19,IT
5.172.128.0/20,CH
5.172.144.0/21,SE
5.172.152.0/21,GB
5.172.176.0/24,US
5.172.177.0/24,TR
5.172.178.0/23,RU
5.172.180.0/23,US
5.172.183.0/24,GB
5.172.184.0/21,PL
5.172.192.0/20,GR
5.172.208.0/21,IT
5.172.216.0/21,NL
5.172.224.0/19,PL
5.175.0.0/19,DE
5.175.32.0/21,IT
5.175.40.0/21,ES
5.175.48.0/21,IT
5.175.56.0/22,GB
5.175.61.0/24,GB
5.175.64.0/20,IT
5.175.80.0/21,GB
5.175.88.0/21,RU
5.175.128.0/17,DE
5.176.0.0/15,TR
5.178.0.0/23,US
5.178.2.0/24,GB
5.178.3.0/24,KG
5.178.4.0/24,US
5.178.8.0/21,AZ
5.178.16.0/21,US
5.178.24.0/21,RU
5.178.32.0/21,NL
5.178.40.0/21,IT
5.178.48.0/20,SK
5.178.64.0/21,NL
5.178.72.0/21,SE
5.178.80.0/21,RU
5.178.88.0/21,IT
5.178.96.0/20,GB
5.178.112.0/21,NL
5.178.120.0/21,IT
5.178.128.0/17,GE
5.179.0.0/20,LV
5.179.29.0/24,LV
5.179.32.0/19,NL
5.179.72.0/21,GB
5.179.80.0/20,DK
5.179.96.0/20,GB
5.179.112.0/21,SE
5.179.120.0/21,FR
5.179.128.0/18,IT
5.179.192.0/21,FR
5.179.200.0/21,DE
5.180.0.0/22,SE
5.180.8.0/22,IN
5.180.12.0/22,AT
5.180.16.0/24,KZ
5.180.17.0/24,RU
5.180.20.0/22,US
5.180.32.0/24,TR
5.180.33.0/24,RU
5.180.35.0/24,GB
5.180.36.0/22,QA
5.180.40.0/23,US
5.180.44.0/22,US
5.180.48.0/24,RU
5.180.49.0/24,TR
5.180.50.0/23,GB
5.180.52.0/22,US
5.180.56.0/22,FR
5.180.60.0/24,CY
5.180.61.0/24,AU
5.180.62.0/24,GB
5.180.63.0/24,PA
5.180.64.0/22,DE
5.180.68.0/22,IT
5.180.76.0/22,GB
5.180.81.0/24,TR
5.180.82.0/24,GB
5.180.83.0/24,US
5.180.92.0/22,RU
5.180.96.0/22,JP
5.180.100.0/24,UA
5.180.104.0/22,TR
5.180.108.0/24,IT
5.180.112.0/22,GB
5.180.116.0/22,CH
5.180.120.0/22,HU
5.180.124.0/23,NL
5.180.128.0/22,UA
5.180.132.0/22,CH
5.180.136.0/22,CZ
5.180.140.0/22,NL
5.180.144.0/22,US
5.180.148.0/24,BR
5.180.150.0/24,GB
5.180.151.0/24,US
5.180.154.0/24,GB
5.180.164.0/22,LU
5.180.168.0/22,IT
5.180.172.0/22,NL
5.180.177.0/24,US
5.180.184.0/22,TR
5.180.190.0/24,GB
5.180.192.0/23,DE
5.180.196.0/23,CZ
5.180.200.0/22,CZ
5.180.204.0/22,IT
5.180.208.0/22,GB
5.180.214.0/23,GB
5.180.220.0/22,LT
5.180.224.0/22,NL
5.180.228.0/22,ES
5.180.232.0/22,GB
5.180.236.0/22,IT
5.180.240.0/22,RU
5.180.244.0/22,IN
5.180.248.0/22,ES
5.180.252.0/22,DE
5.181.4.0/22,RO
5.181.8.0/22,IE
5.181.12.0/22,GB
5.181.16.0/23,TR
5.181.19.0/24,BG
5.181.20.0/22,DE
5.181.25.0/24,LU
5.181.28.0/23,BG
5.181.31.0/24,IT
5.181.32.0/21,LT
5.181.40.0/23,US
5.181.42.0/23,NL
5.181.44.0/22,ES
5.181.48.0/22,DE
5.181.52.0/24,GB
5.181.53.0/24,FR
5.181.54.0/24,US
5.181.55.0/24,BG
5.181.56.0/22,GB
5.181.60.0/24,RU
5.181.61.0/24,NL
5.181.62.0/23,RU
5.181.64.0/22,LT
5.181.68.0/22,IT
5.181.72.0/22,GB
5.181.76.0/22,LU
5.181.80.0/22,BG
5.181.84.0/23,TR
5.181.86.0/24,SC
5.181.87.0/24,TR
5.181.88.0/22,LT
5.181.92.0/22,CZ
5.181.96.0/23,ES
5.181.99.0/24,GB
5.181.100.0/22,ES
5.181.104.0/22,GB
5.181.108.0/22,RU
5.181.112.0/22,US
5.181.116.0/22,DE
5.181.124.0/22,GB
5.181.129.0/24,US
5.181.130.0/23,GB
5.181.132.0/24,MY
5.181.133.0/24,GB
5.181.134.0/24,NL
5.181.135.0/24,TR
5.181.136.0/22,GB
5.181.144.0/22,IT
5.181.148.0/22,AT
5.181.152.0/22,DK
5.181.156.0/22,MD
5.181.160.0/24,IT
5.181.161.0/24,IE
5.181.162.0/23,DE
5.181.164.0/23,CA
5.181.166.0/24,US
5.181.167.0/24,CA
5.181.168.0/23,NL
5.181.170.0/24,MD
5.181.171.0/24,GB
5.181.172.0/22,FR
5.181.176.0/24,HK
5.181.177.0/24,DE
5.181.178.0/24,IN
5.181.179.0/24,US
5.181.180.0/24,DE
5.181.181.0/24,US
5.181.183.0/24,DE
5.181.184.0/24,LT
5.181.185.0/24,US
5.181.186.0/24,TR
5.181.187.0/24,GB
5.181.188.0/22,PL
5.181.192.0/22,IT
5.181.196.0/24,IQ
5.181.200.0/24,US
5.181.201.0/24,JO
5.181.202.0/23,RO
5.181.204.0/22,IN
5.181.208.0/22,RU
5.181.212.0/22,TR
5.181.216.0/23,CY
5.181.219.0/24,US
5.181.220.0/22,ES
5.181.224.0/23,CN
5.181.226.0/23,CA
5.181.228.0/22,AT
5.181.232.0/22,RO
5.181.236.0/22,ES
5.181.242.0/23,ES
5.181.244.0/22,GB
5.181.248.0/22,UA
5.181.252.0/22,RU
5.182.4.0/22,RU
5.182.10.0/23,GB
5.182.12.0/22,LT
5.182.16.0/24,PA
5.182.17.0/24,DE
5.182.18.0/24,CY
5.182.19.0/24,US
5.182.20.0/23,BG
5.182.22.0/23,US
5.182.24.0/23,RU
5.182.26.0/24,UZ
5.182.27.0/24,RU
5.182.28.0/22,US
5.182.32.0/24,PA
5.182.33.0/24,DE
5.182.34.0/24,LT
5.182.35.0/24,GB
5.182.36.0/24,CH
5.182.37.0/24,GB
5.182.38.0/24,HU
5.182.39.0/24,GB
5.182.40.0/22,DE
5.182.44.0/22,IR
5.182.48.0/24,PT
5.182.49.0/24,GB
5.182.50.0/23,US
5.182.52.0/22,RU
5.182.56.0/22,IL
5.182.64.0/22,RU
5.182.68.0/22,IT
5.182.72.0/22,ES
5.182.76.0/23,TR
5.182.80.0/22,ES
5.182.84.0/22,RU
5.182.88.0/22,DE
5.182.92.0/22,RU
5.182.96.0/22,UA
5.182.100.0/24,RO
5.182.101.0/24,US
5.182.103.0/24,RO
5.182.106.0/24,PS
5.182.108.0/23,GB
5.182.110.0/24,US
5.182.111.0/24,GB
5.182.112.0/24,HR
5.182.113.0/24,TR
5.182.114.0/24,US
5.182.115.0/24,HR
5.182.116.0/24,RU
5.182.117.0/24,NL
5.182.118.0/23,US
5.182.124.0/22,RO
5.182.128.0/22,DK
5.182.132.0/22,KW
5.182.136.0/22,FR
5.182.140.0/22,PL
5.182.144.0/22,FR
5.182.148.0/22,CZ
5.182.152.0/24,GB
5.182.154.0/23,DE
5.182.160.0/21,ES
5.182.168.0/22,FR
5.182.172.0/22,ES
5.182.176.0/24,DE
5.182.178.0/24,DE
5.182.180.0/22,IL
5.182.184.0/24,GB
5.182.185.0/24,RO
5.182.186.0/23,US
5.182.188.0/23,NL
5.182.192.0/22,US
5.182.196.0/23,RO
5.182.198.0/23,US
5.182.200.0/23,DE
5.182.204.0/22,DE
5.182.208.0/22,NL
5.182.212.0/22,FR
5.182.216.0/22,HK
5.182.220.0/22,GB
5.182.224.0/22,RU
5.182.228.0/22,LT
5.182.236.0/22,DE
5.182.244.0/22,TR
5.182.248.0/22,CH
5.182.252.0/22,FR
5.183.0.0/22,CH
5.183.8.0/22,CY
5.183.12.0/22,CZ
5.183.16.0/22,FR
5.183.20.0/22,DE
5.183.24.0/22,RS
5.183.28.0/22,RU
5.183.32.0/22,US
5.183.36.0/22,IN
5.183.42.0/23,DE
5.183.44.0/22,GB
5.183.48.0/22,DE
5.183.52.0/22,BE
5.183.56.0/22,ES
5.183.60.0/22,GB
5.183.64.0/21,RU
5.183.72.0/22,DE
5.183.76.0/23,US
5.183.80.0/22,US
5.183.84.0/22,DE
5.183.88.0/22,US
5.183.92.0/23,LT
5.183.94.0/24,IN
5.183.95.0/24,DE
5.183.96.0/22,PT
5.183.100.0/22,GB
5.183.104.0/22,FR
5.183.108.0/22,IT
5.183.116.0/22,HK
5.183.124.0/22,FR
5.183.128.0/24,NL
5.183.129.0/24,RU
5.183.132.0/22,NL
5.183.136.0/22,DE
5.183.140.0/22,NL
5.183.144.0/22,RU
5.183.148.0/23,ES
5.183.151.0/24,GB
5.183.152.0/23,RU
5.183.154.0/24,GB
5.183.156.0/24,RU
5.183.160.0/24,DK
5.183.162.0/24,DK
5.183.164.0/22,SE
5.183.168.0/22,RO
5.183.172.0/22,AT
5.183.176.0/22,RO
5.183.180.0/22,RU
5.183.184.0/22,ES
5.183.188.0/22,RU
5.183.192.0/22,PL
5.183.196.0/22,US
5.183.200.0/22,UA
5.183.204.0/23,AT
5.183.207.0/24,US
5.183.208.0/24,DE
5.183.209.0/24,SC
5.183.216.0/22,AT
5.183.220.0/22,ES
5.183.224.0/22,US
5.183.228.0/22,BG
5.183.232.0/22,RU
5.183.240.0/22,RO
5.183.244.0/22,AT
5.183.248.0/22,FR
5.183.252.0/24,US
